text,cmp_code,eu_code,party
Liberal Democrats are the only ones with a plan for 21st century work: a plan that will give employees protection and a voice at work,701,,LibDems
while enabling innovative business models to flourish in the modern economy.,402,,LibDems
We will make work pay and ensure that there are good and well-paid jobs available for people to do.,701,,LibDems
We will: Establish an independent review to consult on how to set a genuine Living Wage across all sectors.,412,,LibDems
"We will pay this Living Wage in all central government departments and their agencies, and encourage other public sector employers to do likewise.",412,,LibDems
Establish a powerful new Worker Protection Enforcement Authority to protect those in precarious work.,412,,LibDems
"Change the law so that flexible working is open to all from day one in the job, with employers required to advertise jobs accordingly, unless there are significant business reasons why that is not possible.",412,,LibDems
"Modernise employment rights to make them fit for the age of the ‘gig economy’, including by: Establishing a new ‘dependent contractor’ employment status in between employment and self-employment, with entitlements to basic rights such as minimum earnings levels, sick pay and holiday entitlement.",412,,LibDems
"Reviewing the tax and National Insurance status of employees, dependent contractors and freelancers to ensure fair and comparable treatment.",412,,LibDems
Setting a 20 per cent higher minimum wage for people on zero-hour contracts at times of normal demand to compensate them for the uncertainty of fluctuating hours of work.,412,,LibDems
"Giving a right to request a fixed-hours contract after 12 months for ‘zero hours’ and agency workers, not to be unreasonably refused.",701,,LibDems
"Reviewing rules concerning pensions so that those in the gig economy don’t lose out, and portability between roles is protected.",701,,LibDems
Shifting the burden of proof in employment tribunals regarding employment status from individual to employer.,701,,LibDems
"Strengthen the ability of unions to represent workers effectively in the modern economy, including a right of access to workplaces.",701,,LibDems
"With technology advancing and the world of work always and rapidly changing, skills learned at 18 or 21 will not last a lifetime and it has never been more important for people to continually develop new skills.",411,,LibDems
The system is not set up for this though – opportunities are limited and people do not get the chance to make the most of their talents.,411,,LibDems
We need to empower people to develop new skills so that they can thrive in the technologies and industries that are key to Britain’s economic future.,411,,LibDems
Both the Conservatives and Labour are stuck pursuing 20th century solutions to this new challenge.,305.1,,LibDems
"Only the Liberal Democrats are embracing the future, championing flexible lifelong learning that gives people the power to follow the path that best suits their ability.",305.1,,LibDems
"We will:  Introduce new Skills Wallets for every adult in England, giving them £10,000 to spend on education and training throughout their lives:",411,,LibDems
"The government will put in £4,000 at age 25, £3,000 at age 40 and £3,000 at age 55.",411,,LibDems
"Individuals, their employers and local government will be able to make additional payments into the wallets.",411,,LibDems
